Video ID,Video Link,Title,Description,Category Id,Category,Watched At
gui25erASIY,https://www.youtube.com/watch?v=gui25erASIY,HIndi Mashup BAD NEWS x CALL ME BAE 20sec 16X9 Social Paid JPN 125,"ABOUT PRIME VIDEO
Prime Video is a one-stop entertainment destination offering customers a vast collection of premium programming in one application available across several devices. On Prime Video, customers can find their favourite Indian and international original series, movies, TV shows, and more, across multiple languages – including Indian-produced Original series like Mirzapur, Farzi, Panchayat, The Family Man, Dhootha, Jubilee, Dahaad, Made in Heaven, Suzhal – The Vortex, Inspector Rishi, Poacher, Indian Police Force, Paatal Lok, Rainbow Rishta, Wedding.con; Original movies like Maja Ma, Ammu, Mast Mein Rehne Ka; popular global Originals like Citadel, The Lord of The Rings: The Rings of Power, Fallout, Reacher, The Boys, The Wheel of Time, Road House, The Idea of You; some of the biggest post-theatrical films; direct-to-service films such as Shershaah, Soorarai Pottru, Sardar Udham, Bawaal, Gehraiyaan, Jai Bhim, Jalsa, Sherni, Narappa, Sarpatta Parambarai, Kuruthi, Joji, Malik, Pippa, HOME, Sharmajee Ki Beti, and many more of such titles. Additionally, Prime Video’s video entertainment marketplace, offers customers programming from partners such as Lionsgate Play, Discovery+ Crunchyroll, BBC Player, Sony Pictures – Stream, MGM+, FanCode, Chaupal, Manorama Max, Eros Now, Hoichoi, Anime Times, to name a few, via Prime Video add-on-subscriptions, as well as the option to rent movies, regardless of whether customers have a Prime membership or not. Customers can also go behind the scenes of their favorite movies and series with exclusive X-Ray access. Prime Video is one benefit among many that provides savings, convenience, and entertainment as part of the Prime membership. For more info visit www.amazon.com/primevideo.",24,Entertainment,Watched at 8:38 AM
hcwr8tC9Uek,https://www.youtube.com/watch?v=hcwr8tC9Uek,boAt | Nirvana Ion ANC | Ranveer Singh #NirvanaByboAt,"Silent the excessive noise & enjoy supreme bliss with Nirvana Ion ANC. Packed with ANC up to 32dB and Crystal Bionic Sound powered by Hifi DSP, these earbuds are the number one choice for crystal clear audio. 
Choose how you play your audio with Multipoint Connectivity & never run out of juice with 120 hours of playtime. Choose the best with Nirvana Ion ANC.

Connect with us on: ________________________________ 
Website - https://www.boat-lifestyle.com/ 
Facebook - https://www.facebook.com/boat.lifestyle/ 
Instagram - https://www.instagram.com/boat.nirvana 
Twitter - https://twitter.com/RockWithboAt 
LinkedIn - https://www.linkedin.com/company/boat-lifestyle/ 
#boAtLifestyle 
#NirvanabyboAt",20,Gaming,Watched at 8:38 AM
NBucNdwibmg,https://www.youtube.com/watch?v=NBucNdwibmg,Rahul Dua x Tata AIA Life Insurance | Shark Rahul’s Investment Tips,"Rahul has investment advice that sharks and entrepreneurs alike will want to know! 

With Tata AIA’s Param Rakshak Plan, get returns up to 26.86% and a life cover that keeps you secure for a longer period. 

To know more, visit https://www.tataaia.com/

T&C apply - https://bit.ly/TataAIADisclaimer

#TataAIA #TermPlans #LifeInsurance",22,People & Blogs,Watched at 8:29 AM
hSE7DeNQdyk,https://www.youtube.com/watch?v=hSE7DeNQdyk,Message Privately with multiple layers of protection,Message privately with Meta Verified Badge & many more privacy features on WhatsApp,28,Science & Technology,Watched at 8:28 AM
hlbeppPW4Pk,https://www.youtube.com/watch?v=hlbeppPW4Pk,Running Statement: Joy | Nike,"Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.

Shop Nike https://go.nike.com/Shop-Nike  
Download Nike App https://go.nike.com/Nike-App
Download SNKRS App https://go.nike.com/SNKRS-App
Download Nike Training Club App https://go.nike.com/NTC-App
Download Nike Run Club App https://go.nike.com/NRC-App
Follow Nike on Instagram http://instagram.com/nike
Follow Nike on Twitter http://twitter.com/nike
Follow Nike on Facebook http://facebook.com/nike",17,Sports,Watched at 8:16 AM
bB6sHE-zwRU,https://www.youtube.com/watch?v=bB6sHE-zwRU,Ariel Liquids | 100 Stains | 20sec MARATHI,,24,Entertainment,Watched at 8:15 AM
MDpTkoBLRMI,https://www.youtube.com/watch?v=MDpTkoBLRMI,"Say Hello Colours with #MotorolaEdge50Fusion | Starting  @₹19,999* | Available on @flipkart","Own the spotlight with the new #MotorolaEdge50FUSION – Now available in the new Forest Green colour with segment’s Best 50 MP Sony - LYTIA 700C Camera with OIS.
Capture your life day or night with Segment's Best Camera with Sony’s LYTIA 700C. Keep it safe with Segment's only IP68 underwater protection and Segment’s Brightest 6.7"" 144Hz 3D Curved pOLED display with Corning® Gorilla® Glass 5 along with Smart Water Touch. Accelerate your Performance with Snapdragon® 7s Gen 2 Processor and upto 12GB of RAM. Enjoy shows and movies with Stereo Speakers with Dolby Atmos® sound. Be ready with the blazing fast speed of 68W TurboPower™ charging with 5000mAh battery. This Ultra-Slim and light #MotorolaEdge50Fusion is available in Pantone Curated Colors with premium Contoured camera design in Vegan Leather finish. Festive special pricing starting at @₹19,999*. 
Sale starts this Big Billion Days on @flipkart, motorola.in, and leading retail stores.",28,Science & Technology,Watched at 7:06 AM
nMWIry7Ctsw,https://www.youtube.com/watch?v=nMWIry7Ctsw,"Say Hello Colours, Hello AI with #MotorolaEdge50Pro | @₹27,999* | Available on @flipkart","Say hello to the all new motorola edge 50 pro now available in the new Caneel Bay colour. From natural-feeling silicone vegan leather material and comfortably curved edges to intuitive experiences, it’s a phone designed with a sense of harmony. Easily capture life in motion and next-level photos with India’s First AI-powered pro grade 50MP camera.  Enjoy your favorite content on a brilliant 6.7"" Super HD 144Hz 1.5K pOLED true color display that’s validated by Pantone, & Dolby Atmos® sound. Plus explore nonstop thanks to 125W TurboPower™charging. #IntelligenceMeetsArt with the new motorola edge 50 proFestive special pricing starting at @₹27,999* for the 12GB + 256Gb variant with 125W charger. 
Sale starts this Big Billion Days on @flipkart‬, motorola.in, and leading retail stores.",28,Science & Technology,Watched at 6:55 AM
eOzv25cj2VA,https://www.youtube.com/watch?v=eOzv25cj2VA,Lowest Festive Prices on Motorola – Buy Now on @flipkart !,"Introducing the latest Motorola smartphones in fresh, vibrant colors, now available at their lowest prices ever this festive season! 

The #MotorolaEdge50Pro launched in the all-new Caneel Bay colour brings the world’s 1st AI-powered pro-grade camera validated by Pantone, paired with 12GB RAM and 125 W TurboPower Charging storage, available for ₹27,999*. The #MotorolaEdge50Fusion introduced in Forest Green colour sets a new standard with the segment’s top-tier Sony LYTIA™ 700C camera and 144Hz curved display, starting at ₹19,999*. Meanwhile, the #MotoG85 5G in bold Viva Magenta colour delivers a 50 MP Sony LYTIA™ 600 camera and an immersive 3D curved pOLED display with a 120Hz refresh rate, priced at ₹15,999*. 
Don’t miss out—Buy Now on @flipkart and get ready to elevate your smartphone game with these incredible new colors and unbeatable prices!",28,Science & Technology,Watched at 6:47 AM
t9rC15UF1G8,https://www.youtube.com/watch?v=t9rC15UF1G8,"Say Hello Colours with #MotoG85 5G | Starting  @₹15,999* | Available on @flipkart","Introducing the Moto G85 5G now in Viva Magenta colour, with the best-in-class 3D curved pOLED 120Hz display, 1600-nits peak brightness, and Corning® Gorilla® Glass 5 protection. It features a 50MP OIS Sony LYTIA™ 600 camera, an 8MP secondary camera for ultrawide, macro, and depth shots, and a 32MP selfie camera. The latest Smart Connect feature makes file sharing, content streaming, and multitasking effortlessly easy with just a swipe. Powered by up to 12GB RAM and 256GB storage, or available in an 8GB RAM + 128GB storage option. It comes with a premium vegan leather or 3D PMMA finish, offering comfort and style. Enjoy content on a cinematic 6.67"" screen with Dolby Atmos® stereo sound.
Festive special pricing starting at @₹13,999*. 

Sale starts this Big Billion Days on @flipkart‬, motorola.in, and leading retail stores.",28,Science & Technology,Watched at 6:36 AM
Mh_XW7ZLYVs,https://www.youtube.com/watch?v=Mh_XW7ZLYVs,NV - 2024 - Jeanie - 30,,22,People & Blogs,Watched at 4:58 PM
OeKcHFvUUUc,https://www.youtube.com/watch?v=OeKcHFvUUUc,4383575 4000 NULL YOUTUBE WTYW FY25 APRL EYEP NOBO DNAD 1920X1080 15 GM AA EL 23122830117PWW66Y45E,"Save Money. Live Better.

Subscribe to Walmart on YouTube: http://bit.ly/1tVy1CI  
Like Walmart on Facebook: http://on.fb.me/1qS59V6 
Follow Walmart on Pinterest: http://bit.ly/1vR6XBY 
Follow Walmart on Twitter: http://bit.ly/1pMbNfy 
Follow Walmart on Instagram: http://bit.ly/1FMiiJX",24,Entertainment,Watched at 4:54 PM
YBP_UXrzFG4,https://www.youtube.com/watch?v=YBP_UXrzFG4,REMITLY CWC YTUBE AWARENESS 06 V10,,22,People & Blogs,Watched at 4:53 PM
mq4X51kS0nw,https://www.youtube.com/watch?v=mq4X51kS0nw,Tessa 30 sec 1x1 4.5%,Social media guidelines & legal info: http://rbnhd.co/social_media_disclosures,27,Education,Watched at 4:53 PM
fr3SIrBPy8A,https://www.youtube.com/watch?v=fr3SIrBPy8A,2409_BOOST.OFFER.SAVINGSUPERPOWERYOUTUBE.WF7137046_SMITH_15_XXX,,17,Sports,Watched at 4:48 PM
q9UMDw_tU6Y,https://www.youtube.com/watch?v=q9UMDw_tU6Y,What is ClickUp?,,22,People & Blogs,Watched at 11:44 AM
qeoRwYLidtw,https://www.youtube.com/watch?v=qeoRwYLidtw,Shop $10 Shorts Now!,New VIP Member Exclusive,26,Howto & Style,Watched at 11:41 AM
wAXKp6jovqE,https://www.youtube.com/watch?v=wAXKp6jovqE,Write Like a Pro | Write Your Best Work With Grammarly,,27,Education,Watched at 11:34 AM
hpr9nO7XXLg,https://www.youtube.com/watch?v=hpr9nO7XXLg,BIG NEWS for Product Managers,"Product managers, listen up.

Achieve your career goals faster, make a massive difference in the world, and feel a strong sense of satisfaction in your job - even if you feel like you'll always just be ""good enough"" and never stand out?

This is absolutely possible.

If you're a product manager who's ever felt frustrated, like you're not making the strategic impact you were hired to have, or worried that you're not interviewing well and don't have a story to tell that differentiates you - this is for you...

With one little video, I'm going to show you exactly how to:
➡️ Become one of the top 1% of product managers in the tech industry
➡️ Pose your bold new ideas for your organization with confidence
➡️ Feel intentional with what you do while being present for your family
➡️ And make more money, spend quality time with your loved ones, and get known for your excellent work in the broader community

Watch it here: https://ipmworkshop.com/?el=youtube_video 👈🏼

This video shows you exactly how this is done.

You don't have to keep hustling more and more each day just to keep up. You can do this without feeling stressed out and less present in your life.

This video proves it: https://ipmworkshop.com/?el=youtube_video 👈🏼
Click the link and watch it now.

Ready to land your dream role? Setup a call with Intentional Product Manager
👉🏼  https://bit.ly/ShobhitChughSetupaCall  👈🏼

👨‍🎓 MASTER YOUR PRODUCT MANAGEMENT CAREER
Watch my FREE MASTERCLASS: https://ipmworkshop.com/
Client Stories: https://bit.ly/ShobhitChughClients 
Intentional Job Search: https://bit.ly/ShobhitChughIJS 
Product Leader Blueprint: https://bit.ly/ShobhitChughPLB

★★★★★

ChatGPT taking over product management?

Companies are laying off tech workers in droves.

So much is happening right now in the world of product management. It's safe to say that the world is a bit crazy right now  😨😨😨.

So what will be the future? I share my predictions in this video. Watch this episode now!👇🏼👇🏼👇🏼

★★★★★

🌍 CONNECT WITH ME 
Linkedin: https://bit.ly/ShobhitChughLinkedin 
Medium: https://bit.ly/ShobhitChughMedium 
Facebook: https://bit.ly/ShobhitChughFacebook 
Twitter: https://bit.ly/ShobhitChughTwitter 
Instagram: https://bit.ly/ShobhitChughInstagram 

★★★★★

❓WHO IS SHOBHIT CHUGH?

I’m Shobhit Chugh and I help Product Managers position themselves to become Product Leaders, so they raise their income as much as 50%, command the respect their hard work deserves and have an intentional career and life they can be truly proud of.

Click here to learn more: https://www.intentionalproductmanager.com/about


👨‍💻WHAT IS INTENTIONAL PRODUCT MANAGER?
You're a product manager or an aspiring product manager. You love the idea of having an extraordinary career, a massive impact, and making lots of money.
We can help 👉🏼 https://ipmworkshop.com/?el=youtube_video

#productmanagement #productmanager #intentionalproductmanager #careers",22,People & Blogs,Watched at 11:30 AM
TlgFApr-VLA,https://www.youtube.com/watch?v=TlgFApr-VLA,Teacup | Official Trailer | Peacock Original,"Teacup is streaming October 10th on Peacock: https://pck.tv/45hBP6q

Synopsis: Teacup follows a disparate group of people in rural Georgia who must come together in the face of a mysterious threat in order to survive. Inspired by the New York Times bestselling novel Stinger by Robert McCammon.

Peacock is your go-to for hit movies, TV, live sports, and more. With the streaming service from NBCUniversal, you can watch new movies from theaters, current hits from NBC and Bravo, nonstop action from WWE, Premier League, Big Ten, and tons of other sports. Plus, stream exclusive Originals, NBC News, and your faves like The Office, Suits, Modern Family, and Yellowstone. Peacock is currently available to stream within the United States.

Get More Peacock:
► Follow Peacock on TikTok: https://www.tiktok.com/@peacock
► Follow Peacock on Instagram: https://www.instagram.com/peacock
► Like Peacock on Facebook: https://www.facebook.com/PeacockTV
► Follow Peacock on X: https://twitter.com/peacock",24,Entertainment,Watched at 11:12 AM
mvuXUkhP2OY,https://www.youtube.com/watch?v=mvuXUkhP2OY,New Tide Liquid for Ultimate Cleaning (MARATHI),"Liquid available at the cost of powder?! Chaunk Gaye?

With the new Tide Liquid, you can now remove tough stains without fading away the colour of your clothes!",22,People & Blogs,Watched at 8:35 PM
Y4XFLB0DoHs,https://www.youtube.com/watch?v=Y4XFLB0DoHs,NESCAFÉ Ready-To-Drink : Grab the Day with NESCAFÉ - 20s – Hindi,"This summer, experience a refreshing, delicious, chilled NESCAFÉ on the go, with NESCAFÉ's Ready To Drink range. So what are you waiting for? Grab the Day, with NESCAFÉ!

Buy Now - https://shop-in-nescafertd.com/",22,People & Blogs,Watched at 8:34 PM
YIYqzNYHhnk,https://www.youtube.com/watch?v=YIYqzNYHhnk,Dolby X LG- #Dancewithme,"Dance to your dreams in Dolby.

See how #DolbyVision & #DolbyAtmos on the #LGQNEDTVs fully immerse you in your entertainment with vibrant colors and bold sound.

#LoveMoviesMoreinDolby",24,Entertainment,Watched at 8:22 PM
a1IWUCcOXdA,https://www.youtube.com/watch?v=a1IWUCcOXdA,Mamaearth Charcoal Black Long Stay Kajal | 11-Hour Long Stay | Smudge Proof,"Let your eyes do all the talking with the Mamaearth Charcoal Black Long Stay Kajal. Waterproof & smudge-free, the Kajal glides on effortlessly, adding a glossy sheen and a rich color that stays for 11 hours. Not only is the Kajal long-lasting, but it is also crafted with the most soothing natural ingredients like Chamomile to give your eyes both color and care. It is also India’s first Made Safe certified Kajal, which means it contains no toxins or harmful chemicals.",22,People & Blogs,Watched at 8:22 PM
8u4vmaW7jz4,https://www.youtube.com/watch?v=8u4vmaW7jz4,New Tata PUNCH | Find Your Vibe,"India's No.1 Selling SUV got its new vibe! 🥳 

Stay connected, cool, and comfortable with its premium features like: 

✅ 26.03cm Infotainment System with Wireless Android Auto & Apple CarPlay 
✅ Wireless Charger 
✅ ⁠Rear AC Vents 
✅ ⁠Grand Console with Armrest 
✅ ⁠Fast C-type Charger 

Ready to vibe with the best? Book your Tata PUNCH today- 
https://bit.ly/BookYourPunchToday 

#FindYourVibe #TataPUNCH #PUNCH #TataMotorsPassengerVehicles",24,Entertainment,Watched at 8:21 PM
y0O4eDL5Hic,https://www.youtube.com/watch?v=y0O4eDL5Hic,Ariel Liquids | 100 Stains | 20sec Hindi,,24,Entertainment,Watched at 8:21 PM
t4kDdO5lg40,https://www.youtube.com/watch?v=t4kDdO5lg40,NEW SMOODH LASSI - Best Choice! Hindi,"New SMOODH Lassi is the perfect refreshment - So creamy! So delicious! So SMOODH!

OH SO SMOOOOOOODH!
Join us at https://www.instagram.com/smoodh.dairy/",22,People & Blogs,Watched at 8:12 PM
OSu6bV19XCA,https://www.youtube.com/watch?v=OSu6bV19XCA,Elegance Redefined: OPPO Reno 12 Pro 5G Manish Malhotra Limited Edition | Design Showcase,"Embrace the essence of timeless tradition meeting contemporary innovation—crafted from culture. Get your hands on the @ManishMalhotraWorldLimited Edition OPPO Reno 12 Pro 5G, now!✨
 
#ManishMalhotra #OPPOReno12Series #CraftedFromCulture

Pre-book now: https://bit.ly/4gDjUfB",28,Science & Technology,Watched at 8:11 PM
f1XdNxhnK0U,https://www.youtube.com/watch?v=f1XdNxhnK0U,Payabhut Suvidha - पायाभूत सुविधा,"पायाभूत  सुविधांनी  राज्याचं  चित्र  बदललंय...  
हे  सरकार  आपलंय...",22,People & Blogs,Watched at 8:00 PM
UIDAba5AXCo,https://www.youtube.com/watch?v=UIDAba5AXCo,"Britannia 5050 - Chief Selector | Shape The Future of Biscuits & Stand a Chance To Win Rs.10,00,000","Britannia and Chief Selector Ravi Shastri are looking for players that can shape the future of biscuits.  

Join the Britannia 5050 Chief Selector contest where your shape can become the next shape for Britannia 5050, win you 10L and take you to Australia. 

Buy and scan a pack of Britannia 5050 to participate now and send in your entries at the speed of a tracer bullet!",24,Entertainment,Watched at 7:59 PM
TnDCAoUJeFY,https://www.youtube.com/watch?v=TnDCAoUJeFY,"Nayi Khusboo, Naya Lifebuoy, Get 100% stronger Germ Protection - Marathi","Nayi Khusboo, Naya Lifebuoy, Get 100% stronger Germ Protection",27,Education,Watched at 7:59 PM
hcwr8tC9Uek,https://www.youtube.com/watch?v=hcwr8tC9Uek,boAt | Nirvana Ion ANC | Ranveer Singh #NirvanaByboAt,"Silent the excessive noise & enjoy supreme bliss with Nirvana Ion ANC. Packed with ANC up to 32dB and Crystal Bionic Sound powered by Hifi DSP, these earbuds are the number one choice for crystal clear audio. 
Choose how you play your audio with Multipoint Connectivity & never run out of juice with 120 hours of playtime. Choose the best with Nirvana Ion ANC.

Connect with us on: ________________________________ 
Website - https://www.boat-lifestyle.com/ 
Facebook - https://www.facebook.com/boat.lifestyle/ 
Instagram - https://www.instagram.com/boat.nirvana 
Twitter - https://twitter.com/RockWithboAt 
LinkedIn - https://www.linkedin.com/company/boat-lifestyle/ 
#boAtLifestyle 
#NirvanabyboAt",20,Gaming,Watched at 7:53 PM
G3VJPEPAnNE,https://www.youtube.com/watch?v=G3VJPEPAnNE,TAG NV Video GROCER Quality BestPickMealPrep PMAX 1920x1080 30s,"SUBSCRIBE and get updates on the latest content.
https://www.youtube.com/channel/UCXQ7Gzszfuw84cEWGpKlFiQ?sub_confirmation=1

Follow us on our social channels:
http://www.facebook.com/doordash
http://www.twitter.com/doordash
http://www.instagram.com/doordash
http://www.tiktok.com/@doordash
doordash.com

#DoorDash",28,Science & Technology,Watched at 9:44 AM
H7TxAUbK7XI,https://www.youtube.com/watch?v=H7TxAUbK7XI,Girls Trip,"If you love traveling with your friends, but don’t love sharing a bathroom with them, get more space in an Airbnb. 

MUSIC
Best Friend (feat. Doja Cat) - Saweetie, Doja Cat

ANIMATION 
Buck

ABOUT AIRBNB
Airbnb was born in 2008 when two Hosts welcomed three guests to their San Francisco home, and has since grown to millions of Hosts who have welcomed over 800 million guest arrivals in almost every country across the globe. Every day, our Hosts offer one-of-a-kind stays and unique experiences that make it possible for guests to experience the world in a more unique, authentic, connected way.

ABOUT THE CAMPAIGN
When you’re going on a trip, why choose to be cramped in a hotel room, when you could get an Airbnb with a private pool, or a room for everyone? Made in collaboration with Buck animation, these films show the many moments that booking an Airbnb makes more sense than booking a hotel.


CONNECT WITH AIRBNB
Visit the Airbnb website: https://www.airbnb.com
Follow Airbnb on Instagram: https://www.instagram.com/airbnb/
Follow Airbnb on X: https://x.com/airbnb
Follow Airbnb on TikTok: https://www.tiktok.com/@airbnb",19,Travel & Events,Watched at 9:44 AM
mq4X51kS0nw,https://www.youtube.com/watch?v=mq4X51kS0nw,Tessa 30 sec 1x1 4.5%,Social media guidelines & legal info: http://rbnhd.co/social_media_disclosures,27,Education,Watched at 9:39 AM
4pGiU6m5N-Q,https://www.youtube.com/watch?v=4pGiU6m5N-Q,pillars 5   ind   hindi   6   16x9   final cut Original,,22,People & Blogs,Watched at 9:34 AM
yrf1NMqXbIo,https://www.youtube.com/watch?v=yrf1NMqXbIo,NIVABUPA Gym  15sec,,27,Education,Watched at 9:30 AM
EGl826g4c8s,https://www.youtube.com/watch?v=EGl826g4c8s,How comforting is a Starbucks® Frappuccino® Drink?,This is the Comfort Index—an experiment using brainwaves to measure how comforting a Starbucks® Frappuccino® Drink is compared to some of the most comforting things in the world.​,22,People & Blogs,Watched at 9:25 AM
PqOAx6X0ttk,https://www.youtube.com/watch?v=PqOAx6X0ttk,Remitly GP EN US 04,,22,People & Blogs,Watched at 9:20 AM
oLJbbbOXlTc,https://www.youtube.com/watch?v=oLJbbbOXlTc,boAt | Nirvana IVY | Sid,"Connect with us on: ________________________________ 
Website - https://www.boat-lifestyle.com/ 
Facebook - https://www.facebook.com/boat.lifestyle/ 
Instagram - https://www.instagram.com/boat.nirvana 
Twitter - https://twitter.com/RockWithboAt 
LinkedIn - https://www.linkedin.com/company/boat-lifestyle/ 
#boAtLifestyle 
#NirvanabyboAt",20,Gaming,Watched at 9:08 AM
5rRjcVnIM4U,https://www.youtube.com/watch?v=5rRjcVnIM4U,Goodbye extra. Hello essential. Summarise emails with Copilot in #Windows11,"Summarise emails with Copilot in #Windows11

Shop Now

#Windows11 #Copilot",28,Science & Technology,Watched at 8:59 AM
4tpE3O3Z8YA,https://www.youtube.com/watch?v=4tpE3O3Z8YA,"Your Office, Your way: Hassle-free experience at WeWork India","From essential amenities, daily housekeeping, to a dedicated team that creates experiences for employee engagement, WeWork saves you the operational hassle, so you can focus on your goals, while we take care of 
everything else. #YourOfficeYourWay #WeWorkIndia

WeWork India is a flexible workspace provider committed to providing collaborative and innovative workspace solutions to well-established businesses, startups and freelancers. Learn more about WeWork India at https://wework.co.in/


Visit our website: https://wework.co.in/

Follow Social media pages 

Instagram: https://www.instagram.com/wework.in/

LinkedIn: https://www.linkedin.com/company/wework-india/

Facebook: https://www.facebook.com/WeWorkIndia

X : @WeWorkIndia


Explore WeWork India’s host of flexible workspace solutions: 
From co-working spaces to private offices, you can choose from a range of offers or even bundle our solutions to tailor them to your specific requirements.",22,People & Blogs,Watched at 8:59 AM
o9GOkHJTKwY,https://www.youtube.com/watch?v=o9GOkHJTKwY,Don't Let Dental Problems Cost You | Switch to Oral-B Electric,"Prevent future dental problems like a pro! Oral-B Electric Toothbrush is the key to taking care of your oral health and elevating your dental hygiene. Our advanced technology and expert design put you in control, ensuring a dentist-like cleaning every day. #SwitchToElectric now!",24,Entertainment,Watched at 8:58 AM
gw06tGFmwws,https://www.youtube.com/watch?v=gw06tGFmwws,U.S. Polo Assn. x Pacho Jaipur | Born to Play,,22,People & Blogs,Watched at 8:50 AM
R83JE0JOgIE,https://www.youtube.com/watch?v=R83JE0JOgIE,Tanishq festival of diamonds with a unique jewellery collection crafted for the visionary in you,Explore the artfully crafted jewellery pieces that inspire. Designed to celebrate designers exploring and expanding their unique vision.,26,Howto & Style,Watched at 8:42 AM
ifSQaA1mOG0,https://www.youtube.com/watch?v=ifSQaA1mOG0,boAt | Nirvana Space #NirvanaByboAt,"Whether you’re tuning in to your favorite tracks or taking an important call, these are designed to upgrade every moment. 
Packed with cutting-edge features and boAt’s signature style, Nirvana Ivy is all set to be your ultimate audio companion.

Connect with us on: ________________________________ 
Website - https://www.boat-lifestyle.com/ 
Facebook - https://www.facebook.com/boat.lifestyle/ 
Instagram - https://www.instagram.com/boat.nirvana 
Twitter - https://twitter.com/RockWithboAt 
LinkedIn - https://www.linkedin.com/company/boat-lifestyle/ 
#boAtLifestyle 
#NirvanaByboAt",20,Gaming,Watched at 8:30 AM
KcRwxUQppjM,https://www.youtube.com/watch?v=KcRwxUQppjM,NEW SMOODH LASSI - Best Choice!,"New SMOODH Lassi is the perfect refreshment - So creamy! So delicious! So SMOODH!

OH SO SMOOOOOOODH!
Join us at https://www.instagram.com/smoodh.dairy/",22,People & Blogs,Watched at 8:19 AM
PHy1FY-MMfU,https://www.youtube.com/watch?v=PHy1FY-MMfU,Bosch 9 & 10 kg Front Load Washing Machine | Tackles Heavy Laundry Loads with Ultimate Fabric Care,"Introducing the new Bosch 9 & 10kg Front Load Washing Machine – the perfect laundry aid for busy Indian homes. With its 60L extra-large drum, it effortlessly handles even your biggest laundry loads.

Gentle Care, Powerful Clean: Experience a gentle yet powerful wash with the SoftCare Paddle that preserves the life of your clothes. The paddle’s dual-textured design effectively removes stains while caring for delicate fabrics.
  
Crisp, Not Crumpled: The Iron Steam Assist function refreshes clothes, reduces wrinkles with a 23-minute steam cycle, and saves you precious time.
 
Spin Stains Away: Our Anti-Stain program is engineered to tackle India’s toughest stains like oil, curry, and mud. 

TUV-Tested:  India’s first to pass the TUV test, guaranteeing that even after 50 washes, your clothes will retain their fabric quality and colour vibrancy.
 
Say goodbye to laundry day blues and hello to fresh, clean clothes with the Bosch Front Load Washing Machine.
 
Explore the new 9 & 10kg Bosch Front Load Washing Machines today.
 
  
https://www.bosch-home.in/products/washers-dryers/front-loading-washing-machines",28,Science & Technology,Watched at 8:10 AM
NBucNdwibmg,https://www.youtube.com/watch?v=NBucNdwibmg,Rahul Dua x Tata AIA Life Insurance | Shark Rahul’s Investment Tips,"Rahul has investment advice that sharks and entrepreneurs alike will want to know! 

With Tata AIA’s Param Rakshak Plan, get returns up to 26.86% and a life cover that keeps you secure for a longer period. 

To know more, visit https://www.tataaia.com/

T&C apply - https://bit.ly/TataAIADisclaimer

#TataAIA #TermPlans #LifeInsurance",22,People & Blogs,Watched at 8:09 AM
Jl9E_aYDGTk,https://www.youtube.com/watch?v=Jl9E_aYDGTk,Snickers l Hungal Driving School by Rohit Shetty l Marathi,"Hop in and hang on, Hungal Driving School has hit the streets! Driving pro tip: Don’t drive hungry, grab a Snickers.

#HungalDrivingSchool #Snickers #SnickersIndia #HungryKya #GrabASnickers",24,Entertainment,Watched at 8:01 AM
HFfoQc1asO4,https://www.youtube.com/watch?v=HFfoQc1asO4,Choose what you see | Dr Agarwals Eye Hospitals - Hindi - 20 Sec Carrom,"Who said old age should be boring? Second innings is your second chance to live life on your terms. It’s your time to do what you want and not what others expect of you. Because, what you see and what you don’t should be your choice.

We, at Dr Agarwals Eye Hospitals help you do exactly that. Our expert surgeons and state-of-the-art facilities ensure a stress-free procedure and help you regain your perfect vision. But, what you choose to do with your new and improved eyes, is something that's up to you.


Visit us and See The Difference. https://www.dragarwal.com 
Follow us on Facebook: https://www.facebook.com/DrAgarwalsEy... 
Instagram: https://www.instagram.com/dragarwalseye 
Twitter : https://twitter.com/dragarwals_eye",28,Science & Technology,Watched at 12:07 AM
uTX1uR1c9_c,https://www.youtube.com/watch?v=uTX1uR1c9_c,New Tide Liquid for Ultimate Cleaning - With Pricing (Hindi),"Liquid available at the cost of powder?! Chaunk Gaye?

With the new Tide Liquid, you can now remove tough stains without fading away the colour of your clothes!",22,People & Blogs,Watched at 12:07 AM
ZaixWbkZrT4,https://www.youtube.com/watch?v=ZaixWbkZrT4,SHORTIES 04 15 SEC Hi res,,27,Education,Watched at 11:57 PM
6OUcC2YxVFE,https://www.youtube.com/watch?v=6OUcC2YxVFE,ENO 3in1 Sangeet Hindi 20sec,"New ENO 3in1: Get Fast relief from acidity with Real Jeera, Ajwain & Kala Namak.",22,People & Blogs,Watched at 11:57 PM
